,Total Amount Funded,Monthly PAYMENT,Home Ownership,Monthly Income,Approx. Fico Score,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Last Delinquency,Last Record,EmployedCat,Status
43025,18500,616.05,MORTGAGE,9000.0,732.0,14.0,120.0,0.8,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43026,18000,616.12,MORTGAGE,4583.33,695.0,17.0,19976.0,81.2,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43027,19125,616.31,RENT,3583.33,732.0,25.0,9850.0,53.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43028,19000,616.39,MORTGAGE,7732.92,770.0,29.0,23879.0,38.3,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43029,19700,616.42,MORTGAGE,6500.0,732.0,14.0,10362.0,67.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43030,24000,616.65,RENT,4027.25,732.0,23.0,6098.0,65.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43031,24000,616.65,MORTGAGE,7235.83,695.0,26.0,32879.0,70.7,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43032,20000,616.72,MORTGAGE,8583.0,790.0,17.0,32815.0,0.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43033,20000,616.72,MORTGAGE,8750.0,732.0,18.0,24811.0,62.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43034,20000,616.72,RENT,8166.67,770.0,13.0,2023.0,13.5,5.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43035,24250,616.72,MORTGAGE,4042.0,732.0,12.0,15304.0,82.7,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43036,20000,616.72,RENT,6250.0,732.0,22.0,30897.0,53.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43037,20000,616.72,RENT,5833.33,732.0,13.0,24614.0,56.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43038,20000,616.72,RENT,4583.33,732.0,17.0,23840.0,31.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43039,20000,616.72,RENT,5000.0,732.0,27.0,29680.0,48.7,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43040,20000,616.72,MORTGAGE,5722.5,732.0,23.0,8337.0,32.1,1.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
43041,20000,616.72,MORTGAGE,11666.67,732.0,44.0,19645.0,47.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43042,20000,616.72,RENT,9166.67,732.0,22.0,30199.0,44.5,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43043,20000,616.72,MORTGAGE,9583.33,732.0,25.0,27866.0,41.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43044,20000,616.72,MORTGAGE,8917.0,732.0,36.0,27638.0,75.5,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43049,17000,616.73,RENT,3083.33,695.0,15.0,14858.0,99.1,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43051,22000,616.91,MORTGAGE,6350.0,669.0,13.0,19710.0,93.4,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
43052,18000,617.12,MORTGAGE,6000.0,695.0,22.0,10124.0,96.4,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Delinquent
43053,18000,617.12,MORTGAGE,5750.0,695.0,22.0,26364.0,57.8,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43054,23775,617.13,RENT,6667.0,695.0,18.0,17486.0,71.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43056,25000,617.16,MORTGAGE,7666.67,695.0,31.0,28748.0,64.1,3.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43057,25000,617.16,MORTGAGE,7258.33,695.0,23.0,26007.0,60.3,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43059,25000,617.16,MORTGAGE,10416.67,695.0,39.0,28692.0,55.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43060,18400,617.23,MORTGAGE,3960.0,695.0,20.0,11043.0,91.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43061,24575,617.25,RENT,7041.67,695.0,17.0,12053.0,43.7,2.0,NEVER,LAST TEN,0_TO_4_YRS,Delinquent
43062,18950,617.27,RENT,4166.67,732.0,37.0,25373.0,70.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43063,23650,617.28,MORTGAGE,10250.0,695.0,35.0,30690.0,64.2,2.0,NEVER,LAST TEN,5_TO_9_YRS,Delinquent
43064,17200,617.43,RENT,7500.0,695.0,32.0,13400.0,69.4,1.0,LAST TEN,LAST TEN,5_TO_9_YRS,Not Delinquent
43065,20000,617.46,RENT,3518.67,770.0,20.0,6048.0,43.2,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43066,20000,617.46,MORTGAGE,5000.0,770.0,26.0,3198.0,37.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43070,18000,617.51,RENT,5416.67,695.0,23.0,6868.0,71.5,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43072,25400,617.55,RENT,5833.33,770.0,12.0,0.0,0.0,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43073,18000,617.57,RENT,5000.0,695.0,15.0,18203.0,79.5,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43074,18000,617.57,RENT,5308.33,695.0,11.0,12828.0,86.7,0.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
43075,18000,617.57,RENT,7833.33,695.0,28.0,17994.0,64.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43077,24000,617.57,MORTGAGE,10000.0,669.0,41.0,9684.0,50.2,0.0,LAST FIVE,LAST TEN,0_TO_4_YRS,Not Delinquent
43078,24000,617.83,RENT,5416.67,732.0,18.0,17337.0,97.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43079,24000,617.83,OWN,10416.67,695.0,32.0,25238.0,78.1,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43080,24000,617.83,MORTGAGE,10833.33,695.0,26.0,25424.0,75.2,2.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
43081,24000,617.83,MORTGAGE,11000.0,695.0,22.0,6280.0,68.3,2.0,NEVER,LAST TEN,5_TO_9_YRS,Not Delinquent
43082,24000,617.83,OWN,3916.67,695.0,30.0,20459.0,53.7,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43083,24000,617.83,MORTGAGE,4000.0,695.0,44.0,20266.0,71.6,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43084,24000,617.83,MORTGAGE,10000.0,695.0,34.0,19719.0,45.8,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43085,23475,617.91,MORTGAGE,7500.0,695.0,35.0,0.0,0.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43086,26400,617.99,MORTGAGE,6000.0,732.0,47.0,21396.0,54.2,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43087,17500,618.02,OWN,3656.08,695.0,8.0,24802.0,96.9,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
43088,18500,618.19,MORTGAGE,7583.33,695.0,18.0,19679.0,56.9,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
43089,17200,618.21,RENT,7916.67,669.0,17.0,11585.0,75.7,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43091,25000,618.23,MORTGAGE,7883.33,732.0,11.0,22209.0,74.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43092,25000,618.23,MORTGAGE,6041.67,695.0,8.0,8304.0,45.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43093,25000,618.23,MORTGAGE,8750.0,732.0,25.0,3769.0,49.6,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43094,25000,618.23,RENT,5833.33,695.0,31.0,29151.0,43.6,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43095,25000,618.23,MORTGAGE,4166.67,732.0,22.0,4970.0,8.2,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43096,25000,618.23,MORTGAGE,4635.0,732.0,18.0,12438.0,30.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43097,25000,618.23,MORTGAGE,4583.33,732.0,30.0,14933.0,56.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43099,18000,618.27,RENT,4166.67,695.0,26.0,20347.0,78.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43100,18000,618.27,MORTGAGE,6186.44,695.0,18.0,6570.0,63.8,0.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
43101,19000,618.64,MORTGAGE,6667.0,732.0,17.0,19096.0,39.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43102,19000,618.64,RENT,3300.0,732.0,13.0,3704.0,49.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43103,19000,618.64,MORTGAGE,6666.67,732.0,31.0,14462.0,36.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43104,19000,618.64,RENT,6083.33,770.0,45.0,10534.0,26.8,4.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43105,19200,618.72,MORTGAGE,3333.33,732.0,15.0,14061.0,67.6,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43108,18000,618.89,MORTGAGE,5833.33,732.0,10.0,18505.0,95.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43109,25000,618.9,MORTGAGE,6250.0,732.0,21.0,3904.0,97.6,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43110,25000,618.9,MORTGAGE,5416.67,695.0,13.0,18576.0,70.9,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43112,25000,618.9,MORTGAGE,9958.33,695.0,33.0,15251.0,26.7,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43114,19000,618.9,MORTGAGE,4416.67,732.0,39.0,12007.0,38.2,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43116,25000,618.9,MORTGAGE,7916.67,695.0,31.0,24209.0,23.9,0.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
43118,23850,619.08,RENT,4325.0,695.0,15.0,20158.0,84.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43119,17500,619.11,RENT,3666.67,669.0,17.0,16191.0,60.4,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43120,22200,619.22,RENT,5262.0,669.0,12.0,11703.0,85.4,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43121,24975,619.22,MORTGAGE,5416.67,732.0,34.0,15665.0,22.9,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43122,18000,619.23,RENT,4000.0,695.0,6.0,4259.0,37.7,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Delinquent
43124,18000,619.23,MORTGAGE,5166.67,695.0,15.0,24380.0,94.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43125,27575,619.26,MORTGAGE,8750.0,732.0,38.0,15523.0,25.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43127,19200,619.44,RENT,6833.33,732.0,39.0,8567.0,35.0,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
43128,17450,619.5,MORTGAGE,5166.67,669.0,33.0,24971.0,61.4,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43129,21575,619.55,RENT,4540.0,669.0,21.0,16092.0,98.7,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43130,23675,619.63,RENT,4583.33,695.0,22.0,12201.0,87.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43131,19000,619.79,RENT,4333.33,770.0,11.0,3936.0,32.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43132,24000,619.81,MORTGAGE,7750.0,695.0,41.0,32839.0,57.6,2.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
43133,25000,619.84,MORTGAGE,10833.33,695.0,22.0,7855.0,21.2,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43134,23250,619.88,OWN,7083.33,695.0,40.0,18515.0,76.5,2.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
43135,23250,619.88,RENT,7083.33,695.0,24.0,31306.0,74.5,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43136,23275,619.89,RENT,7333.33,695.0,16.0,11554.0,62.6,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43137,18000,619.93,RENT,6000.0,695.0,16.0,13051.0,41.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43138,18750,620.18,OWN,3500.0,695.0,29.0,18790.0,86.2,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
43139,20000,620.2,OWN,2875.0,770.0,17.0,19046.0,46.7,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43141,18000,620.37,RENT,4666.67,695.0,19.0,11300.0,90.2,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43142,19000,620.51,MORTGAGE,4583.0,770.0,31.0,5503.0,55.0,4.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43143,26675,620.55,RENT,5166.67,770.0,16.0,4693.0,34.8,2.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
43144,18000,620.56,MORTGAGE,11250.0,770.0,12.0,3884.0,12.8,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43145,18000,620.56,MORTGAGE,4666.67,695.0,26.0,32820.0,88.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43147,18000,620.9,RENT,3500.0,695.0,17.0,12362.0,90.9,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43148,18000,620.9,RENT,6000.0,695.0,35.0,17141.0,52.6,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43149,18000,620.9,OWN,6000.0,695.0,20.0,23486.0,68.9,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43150,18000,620.9,MORTGAGE,10400.0,669.0,27.0,28382.0,59.3,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
43151,18000,620.9,RENT,5031.0,695.0,28.0,19568.0,86.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43152,18000,620.9,MORTGAGE,11666.67,695.0,31.0,30009.0,59.0,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43153,18000,620.9,RENT,4333.33,695.0,27.0,20846.0,89.1,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43154,18500,620.94,MORTGAGE,4950.0,695.0,34.0,6327.0,65.6,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43155,27000,621.13,MORTGAGE,10000.0,732.0,25.0,1503.0,12.8,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43157,27500,621.36,RENT,6500.0,732.0,30.0,2152.0,5.5,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
43158,18400,621.37,RENT,4074.0,695.0,12.0,26551.0,70.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43159,24000,621.39,MORTGAGE,8750.0,669.0,35.0,27033.0,76.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43160,18000,621.52,MORTGAGE,7925.92,695.0,24.0,25908.0,70.4,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
43161,24700,621.59,MORTGAGE,5250.0,732.0,30.0,13809.0,59.0,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43162,18000,621.67,RENT,4666.67,695.0,16.0,18451.0,65.2,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43163,26000,621.69,RENT,5600.0,770.0,25.0,9430.0,18.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43164,25975,621.77,MORTGAGE,3333.33,770.0,19.0,24358.0,75.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43165,17600,621.8,MORTGAGE,7500.0,669.0,33.0,14555.0,70.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43166,17500,621.93,RENT,4750.0,669.0,35.0,18511.0,92.1,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
43167,19000,621.95,OWN,4083.33,695.0,34.0,22092.0,62.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43168,19000,621.97,RENT,4166.67,732.0,14.0,20371.0,65.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43169,19000,621.97,RENT,6000.0,732.0,29.0,12284.0,20.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43170,20000,622.04,RENT,4166.67,790.0,14.0,1425.0,9.3,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43171,20000,622.04,RENT,6666.67,732.0,23.0,27119.0,74.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43172,20000,622.04,RENT,4569.46,770.0,24.0,25532.0,55.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43173,20000,622.04,RENT,3326.25,770.0,19.0,18002.0,17.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43174,20000,622.04,MORTGAGE,7500.0,770.0,35.0,18306.0,21.5,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43176,20000,622.04,MORTGAGE,8333.0,770.0,30.0,19229.0,25.3,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43177,20000,622.04,OWN,4583.33,770.0,39.0,17198.0,17.7,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43179,20000,622.04,MORTGAGE,6000.0,770.0,30.0,22644.0,24.0,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
43180,23000,622.1,MORTGAGE,4250.0,695.0,21.0,413.0,8.1,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43181,18000,622.13,RENT,11666.67,695.0,11.0,26983.0,87.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43183,25000,622.13,RENT,5833.33,695.0,36.0,24523.0,73.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43186,18000,622.13,RENT,10416.67,695.0,34.0,20498.0,48.6,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43189,20000,622.22,OWN,7916.67,790.0,22.0,2115.0,5.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43190,20000,622.22,RENT,6500.0,790.0,14.0,2232.0,4.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43191,20000,622.22,RENT,4166.67,790.0,23.0,1224.0,14.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43192,20000,622.22,RENT,5000.0,770.0,13.0,25037.0,28.5,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43193,20000,622.22,RENT,4916.67,770.0,26.0,7530.0,18.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43194,20000,622.22,MORTGAGE,4666.67,732.0,14.0,8871.0,17.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43195,20000,622.22,MORTGAGE,10000.0,790.0,27.0,4137.0,5.5,1.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
43196,18500,622.22,RENT,5167.0,695.0,40.0,9530.0,46.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43199,25375,622.48,RENT,3750.0,732.0,14.0,25043.0,80.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43201,23650,622.51,MORTGAGE,7750.0,695.0,34.0,25783.0,65.9,3.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43203,26375,622.63,MORTGAGE,6500.0,732.0,16.0,33956.0,68.5,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43204,18825,622.66,MORTGAGE,9875.0,695.0,23.0,31820.0,68.1,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43206,24250,622.94,RENT,5011.83,695.0,6.0,32869.0,93.9,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43207,24000,622.97,RENT,7500.0,695.0,15.0,8568.0,90.5,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43208,24000,622.97,RENT,5833.33,695.0,12.0,20168.0,85.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43209,24000,622.97,MORTGAGE,5416.67,695.0,22.0,13066.0,53.3,0.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
43210,24000,622.97,RENT,8166.67,695.0,20.0,27810.0,78.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43211,24000,622.97,MORTGAGE,8916.67,695.0,34.0,27890.0,67.7,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43213,27575,623.05,RENT,4833.33,732.0,23.0,10803.0,56.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43215,24925,623.08,RENT,3833.33,732.0,5.0,3442.0,40.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43217,24000,623.11,RENT,5017.0,695.0,16.0,8376.0,95.2,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
43218,28200,623.17,MORTGAGE,6667.0,770.0,29.0,12503.0,43.9,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43221,25000,623.2,RENT,5600.0,695.0,15.0,8103.0,62.3,0.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
43222,25000,623.2,RENT,11250.0,695.0,26.0,13618.0,84.1,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43223,25000,623.2,RENT,8750.0,695.0,25.0,22045.0,64.3,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43224,25000,623.2,RENT,3750.0,695.0,17.0,20823.0,84.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43225,25000,623.2,RENT,6833.33,695.0,32.0,23946.0,70.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43226,25000,623.2,RENT,7458.33,695.0,44.0,12439.0,23.1,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43227,20000,623.23,RENT,6666.67,770.0,12.0,10106.0,16.2,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43228,20000,623.23,RENT,9666.67,770.0,17.0,8238.0,13.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43229,18500,623.25,RENT,5000.0,695.0,16.0,13490.0,74.9,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43230,19000,623.27,RENT,5451.0,790.0,28.0,3526.0,7.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43231,19000,623.27,RENT,4548.83,770.0,19.0,33809.0,22.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43232,16750,623.4,RENT,7833.33,669.0,18.0,5848.0,24.3,3.0,LAST FIVE,NEVER,10_YRS_PLUS,Delinquent
43233,16750,623.4,RENT,5000.0,669.0,15.0,13337.0,59.0,0.0,LAST FIVE,LAST TEN,0_TO_4_YRS,Delinquent
43235,22000,623.49,RENT,4291.67,669.0,38.0,18107.0,74.2,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
43237,20000,623.6,RENT,4900.0,790.0,26.0,1054.0,1.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43238,18000,623.61,RENT,4266.67,732.0,26.0,18632.0,98.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43243,18000,623.64,RENT,5416.67,732.0,18.0,19719.0,98.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43244,27000,623.64,MORTGAGE,8333.33,732.0,23.0,25637.0,49.3,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43248,25000,623.88,MORTGAGE,7500.0,695.0,33.0,16260.0,43.8,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43249,25000,623.88,MORTGAGE,8083.0,695.0,48.0,31158.0,74.6,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43250,24250,624.0,RENT,5000.0,695.0,27.0,14392.0,91.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43251,19950,624.25,RENT,5000.0,732.0,18.0,20573.0,62.9,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43252,24250,624.27,MORTGAGE,3850.0,695.0,22.0,18894.0,90.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43253,18200,624.37,MORTGAGE,4658.33,695.0,24.0,17506.0,76.4,3.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43254,17750,624.74,RENT,5833.33,695.0,28.0,4863.0,18.1,1.0,JUST NOW,LAST TEN,0_TO_4_YRS,Not Delinquent
43255,18500,624.75,OWN,4583.33,695.0,26.0,24983.0,63.7,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
43256,25200,624.8,MORTGAGE,6666.67,732.0,40.0,1289.0,25.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43257,19200,624.87,RENT,3000.0,695.0,2.0,89.0,1.6,0.0,JUST NOW,JUST NOW,0_TO_4_YRS,Delinquent
43258,25000,624.95,MORTGAGE,4583.33,695.0,20.0,4065.0,84.7,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
43260,25000,624.95,RENT,4200.0,695.0,24.0,18260.0,67.4,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
43262,19375,625.09,RENT,5000.0,732.0,33.0,12818.0,23.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43263,19000,625.32,MORTGAGE,4916.67,732.0,12.0,18995.0,62.9,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43264,19000,625.32,RENT,2916.67,732.0,10.0,19167.0,83.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43265,19000,625.32,MORTGAGE,4050.0,732.0,20.0,18855.0,79.2,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
43266,24500,625.48,RENT,4083.33,732.0,19.0,4922.0,70.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
43268,17500,625.58,RENT,4583.0,669.0,20.0,5519.0,55.0,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
43269,17500,625.58,MORTGAGE,6175.0,669.0,21.0,24531.0,81.8,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
43270,22600,625.61,RENT,8041.67,669.0,11.0,22781.0,72.1,0.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
43271,20400,625.62,RENT,4166.67,770.0,24.0,13611.0,32.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
